publication,year,endorsed,source,source2,notes
Investor’s Business Daily,2012,Romney,http://www.investors.com/politics/editorials/romney-has-character-skills-experience-for-presidency/,,
Jackson Clarion-Ledger,1980,Reagan,"""Ronald Reagan for president."" Jackson Clarion-Ledger. Oct 30, 1980. p. 4B.",,
Jackson Clarion-Ledger,1984,Reagan,"""Endorsements."" Jackson Clarion-Ledger. Nov 4, 1984. p. 4I.",,
Jackson Clarion-Ledger,1988,Bush,"Ivory, Bennie. ""Endorsements and news coverage don't get mixed."" Jackson Clarion-Ledger. Oct 30, 1988. p. H1.",,
Jackson Clarion-Ledger,1992,Clinton,"""Endorsements."" Jackson Clarion-Ledger. Nov 1, 1992. p. 10G.",,
Jackson Clarion-Ledger,1996,Dole,"""More papers make endorsements in presidential race."" Editor & Publisher. Volume 129, Issue 45. Nov 9, 1996. p. 3.",,
Jackson Clarion-Ledger,2000,Gore,https://www2.gwu.edu/~action/natendorse5.html,,
Jackson Clarion-Ledger,2004,Bush,http://www.nytimes.com/interactive/2008/11/03/us/politics/20081103-endorse-graphic.html?_r=0,,
Jackson Clarion-Ledger,2008,Obama,https://www2.gwu.edu/~action/2008/media08/endorsements/endorse08newspgen.html,,
Jackson Clarion-Ledger,2012,Unknown,,,
Jackson Clarion-Ledger,2016,Unknown,,,
Kansas City Star,1980,Carter,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,,
Kansas City Star,1984,Reagan,"Associated Press. Nov 4, 1984.",,"Listed as ""Kansas City Star-Times"""
Kansas City Star,1988,Dukakis,"Editor & Publisher. Volume 121, Issue 45. Nov 5, 1988. p. 10.",,
Kansas City Star,1992,Clinton,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
Kansas City Star,1996,Dole,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Kansas City Star,2000,Gore,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Kansas City Star,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Kansas City Star,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Kansas City Star,2012,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Kansas City Star,2016,Clinton,http://www.kansascity.com/opinion/editorials/article108280082.html,,
Knoxville News Sentinel,1980,Reagan,"Knoxville News Sentinel. Oct 6, 1980.",,Confirmed via phone by Knox County Public Library
Knoxville News Sentinel,1984,Reagan,"Associated Press. Nov 4, 1984.",,
Knoxville News Sentinel,1988,Bush,"Benac, Nancy. Associated Press. Nov 7, 1988.",,
Knoxville News Sentinel,1992,Bush,"""Bush learns from mistakes."" Knoxville News Sentinel. Oct 11, 1992. p. F2.",,Provided by Knox County Public Library
Knoxville News Sentinel,1996,Dole,"""Bob Dole best to lead nation."" Knoxville News Sentinel. Oct 20, 1996. p. F2.",,
Knoxville News Sentinel,2000,Bush,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Knoxville News Sentinel,2004,Bush,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Knoxville News Sentinel,2008,McCain,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Knoxville News Sentinel,2012,None,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Knoxville News Sentinel,2016,Unknown,,,
La Opinión,1988,Dukakis,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
La Opinión,1992,Clinton,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
La Opinión,2000,Gore,https://www.gwu.edu/~action/natendorse5.html,,
La Opinión,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
La Opinión,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
La Opinión,2012,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Las Vegas Review-Journal,1980,Reagan,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Las Vegas Review-Journal,1984,Reagan,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Las Vegas Review-Journal,1988,Bush,"Email from John Kerr, Las Vegas Review-Journal Editorial Writer",,
Las Vegas Review-Journal,1992,Bush,"Email from John Kerr, Las Vegas Review-Journal Editorial Writer",,
Las Vegas Review-Journal,1996,Dole,"""Dole wins... in endorsements."" Editor & Publisher. Volume 129, Issue 43. Oct 26, 1996. pp. 10-11.",,
Las Vegas Review-Journal,2000,Bush,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Las Vegas Review-Journal,2004,Bush,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Las Vegas Review-Journal,2008,McCain,http://www.reviewjournal.com/news/elections/mccain-president,,
Las Vegas Review-Journal,2012,Romney,http://www.reviewjournal.com/opinion/editorials/president-mitt-romney,,
Las Vegas Review-Journal,2016,Trump,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,,
Lexington Herald-Leader,1980,Reagan,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en","McLeod, Don. ""Many Newspaper Endorsements Were Half-Hearted."" Associated Press. Nov 1, 1980.",Lexington Herald and Lexington Leader both endorsed Reagan
Lexington Herald-Leader,1984,Reagan,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Lexington Herald-Leader,1988,Dukakis,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Lexington Herald-Leader,1992,Clinton,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Lexington Herald-Leader,1996,Clinton,"Lexington Herald-Leader. Nov 5, 1996. p. A14.",,Confirmed via email by Lexington Public Library
Lexington Herald-Leader,2000,Gore,https://www.gwu.edu/~action/natendorse5.html,,
Lexington Herald-Leader,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Lexington Herald-Leader,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Lexington Herald-Leader,2012,Obama,http://www.kentucky.com/opinion/editorials/article44385816.html,,
Lexington Herald-Leader,2016,Clinton,http://www.kentucky.com/opinion/editorials/article108337602.html,,
Los Angeles Daily News,1980,Unknown,,,
Los Angeles Daily News,1984,Reagan,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Los Angeles Daily News,1988,Bush,"""Bush for president."" Los Angeles Daily News. Oct 30, 1988. p. VPT2.",,
Los Angeles Daily News,1992,Unknown,,,
Los Angeles Daily News,1996,Dole,"""Dole for president."" Los Angeles Daily News. Nov 3, 1996. p. V2.",,
Los Angeles Daily News,2000,Bush,https://www.gwu.edu/~action/natendorse5.html,,
Los Angeles Daily News,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Los Angeles Daily News,2008,Obama,http://www.dailynews.com/20081019/barack-obama-for-president,,
Los Angeles Daily News,2012,Romney,http://www.dailynews.com/opinion/20121026/los-angeles-news-group-endorsement-mitt-romney-for-president,,
Los Angeles Daily News,2016,Unknown,,,
Los Angeles Times,1980,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,1984,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,1988,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,1992,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,1996,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,2000,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,2004,None,http://www.bloomberg.com/news/articles/2008-10-17/los-angeles-times-backs-obama-first-endorsement-since-1972,,
Los Angeles Times,2008,Obama,http://www.latimes.com/opinion/editorials/la-ed-endorse19-2008oct19-story.html,,
Los Angeles Times,2012,Obama,http://www.latimes.com/opinion/endorsements/la-ed-end-president-20121021-story.html,,
Los Angeles Times,2016,Clinton,http://www.latimes.com/opinion/editorials/la-ed-hillary-endorsement-20160923-snap-story.html,,
Louisville Courier-Journal,1980,Carter,http://files.eric.ed.gov/fulltext/ED258236.pdf,,
Louisville Courier-Journal,1984,Mondale,http://files.eric.ed.gov/fulltext/ED258236.pdf,,
Louisville Courier-Journal,1988,Dukakis,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Louisville Courier-Journal,1992,Clinton,http://www.nytimes.com/1992/10/12/us/the-1992-campaign-rivals-each-win-endorsements.html,,
Louisville Courier-Journal,1996,Clinton,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Louisville Courier-Journal,2000,Gore,https://www.gwu.edu/~action/natendorse5.html,,
Louisville Courier-Journal,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Louisville Courier-Journal,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Louisville Courier-Journal,2012,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Louisville Courier-Journal,2016,Clinton,http://www.courier-journal.com/story/opinion/editorials/2016/10/16/courier-journal-editorial-hillary-clinton-best-choice-donald-trump/92054186/,,
Memphis Commercial Appeal,1980,Reagan,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Memphis Commercial Appeal,1984,Reagan,https://news.google.com/newspapers?id=mvAdAAAAIBAJ&sjid=1MgEAAAAIBAJ&pg=1611%2C7318880,,
Memphis Commercial Appeal,1988,Bush,https://books.google.com/books?id=-uv8n0ccziwC&lpg=PA208&ots=7ChYl_L2n1&pg=PA208#v=onepage&q&f=false,,
Memphis Commercial Appeal,1992,Bush,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Memphis Commercial Appeal,1996,Dole,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Memphis Commercial Appeal,2000,Bush,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Memphis Commercial Appeal,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Memphis Commercial Appeal,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Memphis Commercial Appeal,2012,None,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Memphis Commercial Appeal,2016,Clinton,http://www.commercialappeal.com/story/opinion/editorials/2016/10/08/our-recommendation-hillary-clinton/91610332/,,
Miami Herald,1980,Anderson,https://www.washingtonpost.com/archive/politics/1980/10/20/floridas-largest-paper-endorses-anderson/c592466f-3c9e-45d2-bb42-6fe263eef9a9/,,
Miami Herald,1984,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Miami Herald,1988,Bush,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Miami Herald,1992,None,https://news.google.com/newspapers?id=dnpIAAAAIBAJ&sjid=Bg8EAAAAIBAJ&pg=5010%2C6116161,,
Miami Herald,1996,None,http://articles.sun-sentinel.com/1996-11-04/news/9611030251_1_endorsements-tight-race-newspapers-editorial,,
Miami Herald,2000,Gore,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Miami Herald,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Miami Herald,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Miami Herald,2012,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Miami Herald,2016,Clinton,http://www.miamiherald.com/opinion/editorials/article108145747.html,,
Milwaukee Journal Sentinel,1980,Carter/Reagan,http://www.upi.com/Archives/1980/10/27/TV-Guide-magazine-Monday-endorsed-Ronald-Reagan-for-president/3419341470800/,http://www.upi.com/Archives/1980/10/27/With-the-presidential-campaign-heading-into-its-final-week/2612341470800/,"Milwaukee Journal endorsed Carter, Milwaukee Sentinel endorsed Reagan"
Milwaukee Journal Sentinel,1984,Mondale/Reagan,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,http://www.upi.com/Archives/1984/10/26/The-Nashville-Banner-and-The-Milwaukee-Sentinel-endorsed-President/2445467611200/,"Milwaukee Journal endorsed Mondale, Milwaukee Sentinel endorsed Reagan"
Milwaukee Journal Sentinel,1988,Dukakis/Bush,http://www.nytimes.com/1988/10/24/us/politics-dukakis-wins-endorsement-of-newspapers-in-four-cities.html,"Associated Press. ""Milwaukee Sentinel endorses Bush."" Des Moines Register. Oct 28, 1988. p. 5.","Milwaukee Journal endorsed Dukakis, Milwaukee Sentinel endorsed Bush"
Milwaukee Journal Sentinel,1992,Clinton/Bush,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,"Milwaukee Journal endorsed Clinton, Milwaukee Sentinel endorsed Bush"
Milwaukee Journal Sentinel,1996,Dole,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Milwaukee Journal Sentinel,2000,None,https://www.gwu.edu/~action/states/widet.htm,,
Milwaukee Journal Sentinel,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Milwaukee Journal Sentinel,2008,Obama,http://archive.jsonline.com/news/opinion/33263704.html,,
Milwaukee Journal Sentinel,2012,None,http://archive.jsonline.com/news/opinion/why-we-wont-make-endorsements-1b7bd30-175955471.html,,
Milwaukee Journal Sentinel,2016,Not Trump,http://www.jsonline.com/story/opinion/editorials/2016/11/04/editorial-first-say-donald-trump/93289524/,,
Minneapolis Star Tribune,1980,Other/Carter,http://www.upi.com/Archives/1980/10/26/The-New-York-Times-Sunday-endorsed-President-Carter-for/4516341380800/,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en","Minneapolis Tribune endorsed Carter; Minneapolis Star published individual endorsements by board members, 4 for Carter, 2 for Anderson"
Minneapolis Star Tribune,1984,Mondale,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Minneapolis Star Tribune,1988,Dukakis,http://articles.philly.com/1988-10-31/news/26269586_1_dukakis-backers-candidate-bush-democrat-michael-s-dukakis,,
Minneapolis Star Tribune,1992,Clinton,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Minneapolis Star Tribune,1996,Clinton,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Minneapolis Star Tribune,2000,Gore,http://www.washingtonpost.com/wp-srv/politics/early/archive/early110200.htm,,
Minneapolis Star Tribune,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Minneapolis Star Tribune,2008,Obama,http://www.startribune.com/editorial-barack-obama-for-president/33243864/,,
Minneapolis Star Tribune,2012,Obama,http://www.startribune.com/editorial-president-obama-for-a-second-term/176032451/,,
Minneapolis Star Tribune,2016,Clinton,http://www.startribune.com/star-tribune-editorial-board-endorsement-hillary-clinton-for-president/397983561/,,
Modesto Bee,1980,Carter,"Editor & Publisher. Volume 113, Issue 44. Nov 1, 1980. pp. 9, 11, 13.",,
Modesto Bee,1984,Mondale,"Editor & Publisher. Volume 117, Issue 44. Nov 3, 1984. pp. 11-12.",,
Modesto Bee,1988,Dukakis,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Modesto Bee,1992,Clinton,"Editor & Publisher. Volume 125, Issue 43. Oct 24, 1992. pp. 11, 44.",,
Modesto Bee,1996,Clinton,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Modesto Bee,2000,Gore,https://www2.gwu.edu/~action/natendorse5.html,,
Modesto Bee,2004,Kerry,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Modesto Bee,2008,Obama,"Email from Mike Dunbar, Modesto Bee Opinions Page Editor",,
Modesto Bee,2012,None,http://www.mcclatchydc.com/news/politics-government/election/article24739309.html,,
Modesto Bee,2016,Clinton,http://www.modbee.com/opinion/editorials/article108365957.html,,
New Orleans Times-Picayune,1980,None,"https://news.google.com/newspapers?nid=1955&dat=19801102&id=W_chAAAAIBAJ&sjid=FKEFAAAAIBAJ&pg=4337,407405&hl=en",,
New Orleans Times-Picayune,1984,Reagan,http://www.upi.com/Archives/1984/11/04/Several-US-newspapers-waited-until-the-Sunday-before-Election/7137468392400/,,
New Orleans Times-Picayune,1988,Bush,http://www.apnewsarchive.com/1988/Editorial-Boards-Uninspired-By-Campaign-Candidates-With-AM-Election-Rdp-Bjt/id-53c278a35016d6234f251acda6ff95c0,,
New Orleans Times-Picayune,1992,Bush,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
New Orleans Times-Picayune,1996,None,"""For president, we pass."" New Orleans Times-Picayune. Oct 27, 1996. p. B6.",,
New Orleans Times-Picayune,2000,Bush,https://www.gwu.edu/~action/natendorse5.html,,
New Orleans Times-Picayune,2004,None,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
New Orleans Times-Picayune,2008,Obama,http://blog.nola.com/editorials/2008/10/barack_obama_for_president.html,,
New Orleans Times-Picayune,2012,None,http://www.nola.com/opinions/index.ssf/2012/10/a_note_to_our_times-picayune_n.html,,
New Orleans Times-Picayune,2016,Clinton,http://www.nola.com/politics/index.ssf/2016/10/hillary_clinton_president_1.html,,
New York Daily News,1980,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Daily News,1984,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Daily News,1988,Bush,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Daily News,1992,Clinton,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
New York Daily News,1996,Clinton,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
New York Daily News,2000,Gore,http://www.nber.org/papers/w14445.pdf,,
New York Daily News,2004,Bush,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
New York Daily News,2008,Obama,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
New York Daily News,2012,Romney,http://www.nydailynews.com/opinion/choice-america-future-mitt-romney-article-1.1196299,,
New York Daily News,2016,Clinton,http://www.nydailynews.com/opinion/daily-news-editorial-board-hillary-clinton-president-article-1.2730476,http://interactive.nydailynews.com/2016/11/daily-news-editorial-hillary-clinton-for-president/,
New York Post,1980,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Post,1984,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Post,1988,Bush,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Post,1992,Bush,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Post,1996,Dole,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
New York Post,2000,Bush,http://www.nber.org/papers/w14445.pdf,,
New York Post,2004,Bush,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
New York Post,2008,McCain,http://nypost.com/2008/09/08/post-endorses-john-mccain/,,
New York Post,2012,Romney,http://nypost.com/2012/10/25/for-americas-future-the-post-endorses-mitt-romney-for-president/,,
New York Post,2016,Unknown,,,
New York Times,1980,Carter,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Times,1984,Mondale,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Times,1988,Dukakis,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
New York Times,1992,Clinton,http://www.nytimes.com/1992/10/25/us/the-1992-campaign-in-editorials-5-major-papers-back-clinton.html,,
New York Times,1996,Clinton,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
New York Times,2000,Gore,http://www.nber.org/papers/w14445.pdf,,
New York Times,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
New York Times,2008,Obama,http://www.nytimes.com/2008/10/24/opinion/24fri1.html,,
New York Times,2012,Obama,http://www.nytimes.com/2012/10/28/opinion/sunday/barack-obama-for-president.html,,
New York Times,2016,Clinton,http://www.nytimes.com/2016/09/25/opinion/sunday/hillary-clinton-for-president.html,,
Newark Star-Ledger,1980,Carter,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,1984,Reagan,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,1988,Bush,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,1992,Clinton,http://www.nytimes.com/1992/10/26/us/the-1992-campaign-more-newspapers-endorse.html,,
Newark Star-Ledger,1996,Clinton,http://www.nytimes.com/1996/10/28/us/endorsements-for-president.html,,
Newark Star-Ledger,2000,Gore,http://www.thefreelibrary.com/Short+odds%3A+newspapers+bet+on+political+winners+rather+than+ideology.-a0111574566,,
Newark Star-Ledger,2004,Kerry,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
Newark Star-Ledger,2008,Obama,http://blog.nj.com/njv_editorial_page/2008/10/barack_obama_for_president.html,,
Newark Star-Ledger,2012,Obama,http://blog.nj.com/njv_editorial_page/2012/10/barack_obama_the_star-ledger_e.html,,
Newark Star-Ledger,2016,Clinton,http://www.nj.com/opinion/index.ssf/2016/10/clinton_for_president_why_we_need_a_landslide_edit.html,,
Newsday (New York),1980,None,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),1984,None,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),1988,Dukakis,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),1992,Clinton,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),1996,Clinton,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),2000,Gore,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,http://www.nber.org/papers/w14445.pdf,
Newsday (New York),2004,Kerry,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),2008,Obama,http://www.newsday.com/opinion/newsday-s-presidential-endorsements-1.12471273,,
Newsday (New York),2012,Romney,http://www.newsday.com/opinion/elect-mitt-romney-president-of-the-united-states-editorial-1.4182689,,
Newsday (New York),2016,Clinton,http://www.newsday.com/opinion/editorial/hillary-clinton-should-be-our-next-president-1.12483084,,
Norfolk Virginian-Pilot,1980,Reagan,"https://news.google.com/newspapers?nid=1298&dat=19801027&id=SONNAAAAIBAJ&sjid=lYsDAAAAIBAJ&pg=2317,668646",,
Norfolk Virginian-Pilot,1984,Reagan,"Email from Maureen Watts, Virginian-Pilot News Librarian",,
Norfolk Virginian-Pilot,1988,Bush,http://www.upi.com/Archives/1988/10/31/Endorsements-show-distaste-for-88-campaign/8214594277200/,,
Norfolk Virginian-Pilot,1992,Clinton,"https://news.google.com/newspapers?nid=1957&dat=19921026&id=hZNGAAAAIBAJ&sjid=s-kMAAAAIBAJ&pg=1919,7004109",,
Norfolk Virginian-Pilot,1996,Clinton,"""On balance, Clinton."" Norfolk Virginian-Pilot. Nov 3, 1996. p. J4.",,
Norfolk Virginian-Pilot,2000,Gore,https://www2.gwu.edu/~action/natendorse5.html,,
Norfolk Virginian-Pilot,2004,Kerry,https://www2.gwu.edu/~action/2004/cands/natendorse5.html,,
Norfolk Virginian-Pilot,2008,None,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Norfolk Virginian-Pilot,2012,None,http://www.presidency.ucsb.edu/data/2012_newspaper_endorsements.php,,
Norfolk Virginian-Pilot,2016,Unknown,,,
Northwest Indiana Times,1980,Reagan,"""Reagan for President."" Northwest Indiana Times. Nov 2, 1980.",,"Provided by Patricia Kincaid, Northwest Indiana Times Research Assistant"
Northwest Indiana Times,1984,Mondale,"""Our choice for President."" Northwest Indiana Times. Oct 21, 1984.",,"Provided by Patricia Kincaid, Northwest Indiana Times Research Assistant"
Northwest Indiana Times,1988,Bush,"""George Bush our Choice."" Northwest Indiana Times. Nov 4, 1988. p. A6.",,"Provided by Patricia Kincaid, Northwest Indiana Times Research Assistant"
Northwest Indiana Times,1992,Bush,http://www.nwitimes.com/uncategorized/our-endorsements/article_cc18a456-c39e-55b1-9a15-55a318ffb240.html,,
Northwest Indiana Times,1996,Dole,http://www.nwitimes.com/uncategorized/for-dole-against-clinton/article_3269b95e-0b4f-5317-8edb-c31b9e0d5688.html,,
Northwest Indiana Times,2000,Bush,http://www.nwitimes.com/uncategorized/bush-is-better-and-will-get-better/article_b7f60d81-751e-501a-875d-2f1fe0e7a2e9.html,,
Northwest Indiana Times,2004,Kerry,http://www.nwitimes.com/news/opinion/editorial/kerry-the-better-choice-for-leadership/article_d99d9ac9-0ec2-5651-b9e2-4c3a1b7c38c3.html,,
Northwest Indiana Times,2008,McCain,http://www.nwitimes.com/news/opinion/editorial/editorial-we-endorse-mccain-for-president/article_ebd54559-d3f1-5891-9cad-6a0ca5bf2782.html,,
Northwest Indiana Times,2012,Romney,http://www.nwitimes.com/news/opinion/editorial/editorial-run-the-nation-like-massachusetts/article_9c53da27-8989-57dc-a0c9-4b7251e04722.html,,
Northwest Indiana Times,2016,None,http://www.nwitimes.com/news/opinion/columnists/bob-heisse/bob-heisse-tv-times-election-endorsements-rolling-out/article_c252d93b-5a36-51a3-bb5c-ea73f8569313.html,,
Oklahoman,1980,Reagan,http://www.upi.com/Archives/1980/10/30/The-Washington-Post-endorsed-President-Carter-in-its-Friday/3970341730000/,,
Oklahoman,1984,Reagan,http://www.upi.com/Archives/1984/10/29/Reagan-Mondale-endorsed-by-newspapers-a-cross-country/1780467874000/,,
Oklahoman,1988,Bush,"Editor & Publisher. Volume 121, Issue 44. Oct 29, 1988. pp. 10-11.",,
Oklahoman,1992,Bush,http://articles.latimes.com/1992-10-19/news/mn-442_1_texas-newspapers,,
Oklahoman,1996,Dole,http://articles.orlandosentinel.com/1996-10-31/news/9610301559_1_ross-perot-bob-dole-jack-kemp,,
Oklahoman,2000,Bush,https://www.gwu.edu/~action/natendorse5.html,,
Oklahoman,2004,Bush,http://www.presidency.ucsb.edu/data/2008_newspaper_endorsements.php,,
